,Open
2022-06-27 00:00:00,51.38529205
2022-06-28 00:00:00,51.41364288
2022-06-29 00:00:00,51.44540024
2022-06-30 00:00:00,51.47687912
2022-07-01 00:00:00,51.50749207
2022-07-02 00:00:00,51.53941345
2022-07-03 00:00:00,51.57089996
2022-07-04 00:00:00,51.60419464
2022-07-05 00:00:00,51.63883209
2022-07-06 00:00:00,51.67681885
2022-07-07 00:00:00,51.71789551
2022-07-08 00:00:00,51.76063538
2022-07-09 00:00:00,51.80917358
2022-07-10 00:00:00,51.87462616
2022-07-11 00:00:00,51.92813492
2022-07-12 00:00:00,51.95156097
2022-07-13 00:00:00,51.95859146
2022-07-14 00:00:00,51.96052933
2022-07-15 00:00:00,51.94785309
2022-07-16 00:00:00,51.93244171
2022-07-17 00:00:00,51.91363525
2022-07-18 00:00:00,51.89602661
2022-07-19 00:00:00,51.87259674
2022-07-20 00:00:00,51.85103607
2022-07-21 00:00:00,51.8237915
2022-07-22 00:00:00,51.79884338
2022-07-23 00:00:00,51.77882385
2022-07-24 00:00:00,51.75597382
2022-07-25 00:00:00,51.73278809
2022-07-26 00:00:00,51.71229172
2022-07-27 00:00:00,51.69223404
2022-07-28 00:00:00,51.66972351
2022-07-29 00:00:00,51.64643097
2022-07-30 00:00:00,51.62718201
2022-07-31 00:00:00,51.60884857
2022-08-01 00:00:00,51.58874512
2022-08-02 00:00:00,51.56784439
2022-08-03 00:00:00,51.54699326
2022-08-04 00:00:00,51.52875519
2022-08-05 00:00:00,51.51137543
2022-08-06 00:00:00,51.49395752
2022-08-07 00:00:00,51.47173309
2022-08-08 00:00:00,51.45171356
2022-08-09 00:00:00,51.42700195
2022-08-10 00:00:00,51.40326309
2022-08-11 00:00:00,51.38022995
2022-08-12 00:00:00,51.35774994
2022-08-13 00:00:00,51.33577728
2022-08-14 00:00:00,51.31570435
2022-08-15 00:00:00,51.30012131
2022-08-16 00:00:00,51.28711319
2022-08-17 00:00:00,51.27770615
2022-08-18 00:00:00,51.26678467
2022-08-19 00:00:00,51.25609589
2022-08-20 00:00:00,51.24611282
2022-08-21 00:00:00,51.23582458
2022-08-22 00:00:00,51.22784424
2022-08-23 00:00:00,51.21797943
2022-08-24 00:00:00,51.21080017
2022-08-25 00:00:00,51.20471954
2022-08-26 00:00:00,51.1989975
2022-08-27 00:00:00,51.19468689
2022-08-28 00:00:00,51.1900177
2022-08-29 00:00:00,51.18418121
2022-08-30 00:00:00,51.1777916
2022-08-31 00:00:00,51.16989899
2022-09-01 00:00:00,51.16011047
2022-09-02 00:00:00,51.1501236
2022-09-03 00:00:00,51.14067078
2022-09-04 00:00:00,51.13224792
2022-09-05 00:00:00,51.12532806
2022-09-06 00:00:00,51.11807632
2022-09-07 00:00:00,51.11099243
2022-09-08 00:00:00,51.10440826
2022-09-09 00:00:00,51.09746552
