Date,Apple,BAC,PFE,PG,XOM,Market,Apple%,BAC%,PFE%,PG%,XOM%,Market%,,,,,
2023-03-27,155.1928406,34.37637329,58.72301483,143.2138824,88.06545258,95.91431274,9.40042E-05,-0.000649632,6.66543E-05,4.38987E-05,0.000253206,5.15789E-05,,,,,
2023-03-28,155.2290344,34.39056396,58.71502686,143.2106934,88.08338928,95.92574158,0.000233219,0.000412803,-0.000136028,-2.2268E-05,0.000203675,0.000119157,,,,,
2023-03-29,155.2803955,34.40600586,58.72402954,143.2033539,88.10109711,95.94297638,0.000330873,0.000449015,0.000153328,-5.12495E-05,0.000201035,0.000179668,,,,,
2023-03-30,155.329361,34.39422989,58.72496796,143.2054596,88.11714935,95.95423355,0.000315336,-0.000342265,1.59801E-05,1.47044E-05,0.000182203,0.000117332,,,,,
2023-03-31,155.3420715,34.36706543,58.69354248,143.2139587,88.14755249,95.95283813,8.18298E-05,-0.000789797,-0.00053513,5.93493E-05,0.000345031,-1.45425E-05,,,,,
2023-04-01,155.3264465,34.34997177,58.62490082,143.2151184,88.1781311,95.93891373,-0.000100584,-0.000497385,-0.001169493,8.09745E-06,0.000346903,-0.000145117,,,,,
2023-04-02,155.2908936,34.33460236,58.5616684,143.2118378,88.19119263,95.91803894,-0.000228892,-0.000447436,-0.001078593,-2.29071E-05,0.000148127,-0.000217584,,,,,
2023-04-03,155.2787933,34.3467865,58.56566238,143.2152863,88.19664764,95.92063522,-7.79197E-05,0.000354865,6.82014E-05,2.40796E-05,6.18544E-05,2.70677E-05,,,,,
2023-04-04,155.2787781,34.34690475,58.58969879,143.2210693,88.19992828,95.92727585,-9.82671E-08,3.44299E-06,0.000410418,4.03803E-05,3.71969E-05,6.92304E-05,,,,,
2023-04-05,155.2822113,34.35333252,58.61631012,143.2174683,88.2118454,95.93623352,2.21101E-05,0.000187142,0.000454198,-2.51435E-05,0.000135115,9.33798E-05,,,,,
2023-04-06,155.2862549,34.3549614,58.64822388,143.2095337,88.2173996,95.94327469,2.60402E-05,4.74154E-05,0.000544452,-5.54023E-05,6.29643E-05,7.33943E-05,,,,,
2023-04-07,155.3028259,34.34976959,58.68764496,143.2093506,88.21935272,95.95378876,0.000106713,-0.000151122,0.000672162,-1.27858E-06,2.21399E-05,0.000109586,,,,,
2023-04-08,155.3265076,34.33089066,58.70470428,143.2059937,88.23177338,95.95997391,0.000152487,-0.000549609,0.00029068,-2.34407E-05,0.000140793,6.44597E-05,,,,,
2023-04-09,155.3732147,34.34921265,58.71807861,143.2070313,88.2403183,95.97757111,0.000300703,0.000533688,0.000227824,7.24549E-06,9.68463E-05,0.000183381,,,,,
2023-04-10,155.4222717,34.35696411,58.77869797,143.1982269,88.24699402,96.00063095,0.000315737,0.000225666,0.00103238,-6.14797E-05,7.56539E-05,0.000240263,,,,,
2023-04-11,155.471405,34.36274719,58.84827423,143.1958466,88.24603271,96.02486115,0.000316128,0.000168323,0.001183699,-1.66229E-05,-1.08933E-05,0.000252396,,,,,
2023-04-12,155.4909668,34.33911133,58.88529968,143.2030945,88.23870087,96.03143463,0.000125822,-0.000687834,0.000629168,5.06155E-05,-8.30842E-05,6.84561E-05,,,,,
2023-04-13,155.4934082,34.33016205,58.93405151,143.2071838,88.20933533,96.03482819,1.57013E-05,-0.000260615,0.000827912,2.85563E-05,-0.000332797,3.5338E-05,,,,,
2023-04-14,155.4833984,34.31089783,58.96735764,143.2133789,88.16710663,96.02842789,-6.43742E-05,-0.000561146,0.000565142,4.32595E-05,-0.000478733,-6.66456E-05,,,,,
2023-04-15,155.4495544,34.29891968,59.00127411,143.2183838,88.14873505,96.02337341,-0.00021767,-0.000349106,0.000575174,3.4947E-05,-0.000208372,-5.26352E-05,,,,,
2023-04-16,155.4282379,34.31227112,59.05234146,143.2164154,88.13392639,96.02863846,-0.000137128,0.000389267,0.00086553,-1.37439E-05,-0.000167996,5.48309E-05,,,,,
2023-04-17,155.4172058,34.3383255,59.21601486,143.2259521,88.11765289,96.06303024,-7.09788E-05,0.000759331,0.002771667,6.65897E-05,-0.000184645,0.000358141,,,,,
2023-04-18,155.3800964,34.36371231,59.3473587,143.2325287,88.10379028,96.08549728,-0.000238773,0.000739314,0.002218046,4.59172E-05,-0.000157319,0.000233878,,,,,
